CalendarName,EventTitle,StartDate,StartTime,EndDate,EndTime,Duration,StartTimeZone
ABOG Arizona,Phoenix,12/20/19,3:00 PM,12/20/19,7:00 PM,240,America/Los_Angeles
ABOG Kansas City,Kansas City,12/20/19,7:00 PM,12/20/19,10:00 PM,180,America/Los_Angeles
ABOG Kansas City,Kansas City Patrol,12/30/19,6:00 PM,12/30/19,8:00 PM,120,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,1/2/20,7:00 PM,1/2/20,10:00 PM,180,America/Los_Angeles
ABOG Arizona,Tucson West,1/11/20,11:00 AM,1/11/20,3:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,1/11/20,4:00 PM,1/11/20,8:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,1/11/20,4:00 PM,1/11/20,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,1/13/20,5:00 PM,1/13/20,8:00 PM,180,America/Los_Angeles
ABOG Houston,Houston Patrol,1/14/20,4:00 PM,1/14/20,6:00 PM,120,America/Los_Angeles
ABOG Houston,CEASE Georgetown,1/16/20,4:00 PM,1/16/20,6:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Team 3,1/16/20,4:00 PM,1/16/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,1/16/20,6:30 PM,1/16/20,9:30 PM,180,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,1/16/20,7:00 PM,1/16/20,10:00 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix,1/17/20,3:00 PM,1/17/20,7:00 PM,240,America/Los_Angeles
ABOG Portland,Post ads for Bianca in San Diego,1/18/20,9:00 AM,1/18/20,9:30 AM,30,America/Los_Angeles
ABOG Arizona,Sedona Patrol,1/20/20,11:00 AM,1/20/20,2:00 PM,180,America/Los_Angeles
ABOG Portland,PDX Team 8 Patrol,1/21/20,6:30 PM,1/21/20,9:30 PM,180,America/Los_Angeles
ABOG Portland,Portland Team 2 Patrol,1/22/20,7:00 PM,1/22/20,10:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 1,1/23/20,4:00 PM,1/23/20,6:00 PM,120,America/Los_Angeles
ABOG SeattleTacoma,6pm Seattle-Tacoma Patrol,1/23/20,6:00 PM,1/23/20,9:00 PM,180,America/Los_Angeles
ABOG San Diego,SD Bunch of Guys ,1/24/20,7:30 PM,1/24/20,10:30 PM,180,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,1/27/20,3:00 PM,1/27/20,5:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 3,1/27/20,7:30 PM,1/27/20,9:30 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 4,1/28/20,7:30 PM,1/28/20,9:30 PM,120,America/Los_Angeles
ABOG Houston,San Antonio Patrol,1/29/20,5:00 PM,1/29/20,7:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 7,1/30/20,4:00 PM,1/30/20,6:00 PM,120,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,1/30/20,7:00 PM,1/30/20,10:00 PM,180,America/Los_Angeles
ABOG Kansas City,Big Search Meeting,2/4/20,1:30 PM,2/4/20,2:30 PM,60,America/Los_Angeles
ABOG Detroit,Detroit 6,2/5/20,4:00 PM,2/5/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,2/6/20,6:30 PM,2/6/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Tucson West,2/8/20,11:00 AM,2/8/20,3:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,2/8/20,4:00 PM,2/8/20,8:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,2/8/20,4:00 PM,2/8/20,6:30 PM,150,America/Los_Angeles
ABOG Houston,CEASE Georgetown,2/10/20,4:00 PM,2/10/20,6:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,2/10/20,5:00 PM,2/10/20,8:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 3,2/10/20,7:30 PM,2/10/20,9:30 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 5,2/11/20,7:00 PM,2/11/20,9:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 2 Patrol,2/12/20,7:00 PM,2/12/20,10:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 7,2/13/20,4:00 PM,2/13/20,6:00 PM,120,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,2/13/20,7:00 PM,2/13/20,10:00 PM,180,America/Los_Angeles
ABOG Portland,Demo Patrol for Canada visitors,2/15/20,12:00 PM,2/15/20,2:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 1,2/18/20,4:00 PM,2/18/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 6,2/19/20,4:00 PM,2/19/20,6:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Team 3,2/20/20,4:00 PM,2/20/20,6:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix,2/21/20,3:00 PM,2/21/20,7:00 PM,240,America/Los_Angeles
ABOG Kansas City,Kansas City,2/21/20,7:00 PM,2/21/20,10:00 PM,180,America/Los_Angeles
ABOG North Texas,Fort Worth Team 1 Patrol,2/25/20,4:00 PM,2/25/20,8:00 PM,240,America/Los_Angeles
ABOG North Texas,Fort Worth Team 2 Patrol,2/25/20,6:00 PM,2/25/20,8:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay  Area Patrol,2/25/20,8:00 PM,2/25/20,10:00 PM,120,America/Los_Angeles
ABOG San Antonio,San Antonio CPAT,2/26/20,5:00 PM,2/26/20,7:00 PM,120,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,2/27/20,7:00 PM,2/27/20,10:00 PM,180,America/Los_Angeles
ABOG Houston,Houston Cyber Patrol,2/29/20,1:00 PM,2/29/20,3:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,3/5/20,6:30 PM,3/5/20,9:30 PM,180,America/Los_Angeles
ABOG SeattleTacoma,Seattle,3/9/20,2:00 PM,3/9/20,5:00 PM,180,America/Los_Angeles
ABOG Madison,Madison WI,3/9/20,5:00 PM,3/9/20,8:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 3,3/10/20,7:30 PM,3/10/20,9:30 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 6,3/11/20,4:00 PM,3/11/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 1,3/12/20,4:00 PM,3/12/20,6:00 PM,120,America/Los_Angeles
ABOG Anchorage,Anchorage Priceless Patrols,3/12/20,7:00 PM,3/12/20,10:00 PM,180,America/Los_Angeles
ABOG Arizona,Tucson West,3/14/20,12:00 PM,3/14/20,4:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,3/14/20,4:00 PM,3/14/20,6:30 PM,150,America/Los_Angeles
ABOG Arizona,Tucson East,3/14/20,5:00 PM,3/14/20,9:00 PM,240,America/Los_Angeles
ABOG Houston,CEASE Georgetown,3/23/20,4:00 PM,3/23/20,6:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,3/24/20,8:00 PM,3/24/20,10:00 PM,120,America/Los_Angeles
ABOG Houston,San Antonio Cyber Patrol,3/25/20,5:00 PM,3/25/20,7:00 PM,120,America/Los_Angeles
ABOG Houston,Houston Patrol ,3/28/20,1:00 PM,3/28/20,3:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Zoom Outreach,4/7/20,3:30 PM,4/7/20,5:30 PM,120,America/Los_Angeles
ABOG Portland,Virtual Patrol Pilot #1 - Portland,4/8/20,1:30 PM,4/8/20,3:00 PM,90,America/Los_Angeles
ABOG Portland,Portland - Virtual Patrol Pilot #2,4/8/20,7:30 PM,4/8/20,9:00 PM,90,America/Los_Angeles
ABOG Arizona,Tucson East,4/11/20,4:00 PM,4/11/20,6:30 PM,150,America/Los_Angeles
ABOG Arizona,Tucson Touching Base,4/11/20,5:00 PM,4/11/20,9:00 PM,240,America/Los_Angeles
ABOG Detroit,Detroit 4,4/14/20,4:00 PM,4/14/20,6:00 PM,120,America/Los_Angeles
ABOG SeattleTacoma,Seattle Patrol,4/14/20,6:00 PM,4/14/20,9:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 6,4/15/20,4:00 PM,4/15/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,4/16/20,6:30 PM,4/16/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix Virtual Outreach Patrol,4/17/20,5:00 PM,4/17/20,7:30 PM,150,America/Los_Angeles
ABOG North Texas,Fort Worth Zoom Patrol,4/21/20,11:00 AM,4/21/20,1:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Zoom Patrol,4/21/20,3:30 PM,4/21/20,5:30 PM,120,America/Los_Angeles
ABOG Portland,Portland Virtual Patrol Team 1,4/21/20,7:00 PM,4/21/20,9:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,4/21/20,8:00 PM,4/21/20,10:00 PM,120,America/Los_Angeles
ABOG Arizona,IMB's OneReach Phoenix,4/22/20,9:30 AM,4/22/20,11:00 AM,90,America/Los_Angeles
ABOG Houston,CEASE Georgetown,4/22/20,4:00 PM,4/22/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 2 Patrol,4/22/20,7:00 PM,4/22/20,10:00 PM,180,America/Los_Angeles
ABOG Arizona,IMB OneReach Phoenix,4/23/20,10:00 AM,4/23/20,2:30 PM,270,America/Los_Angeles
ABOG Houston,Houston Cyber Patrol,4/23/20,4:00 PM,4/23/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Virtual Patrol ,4/23/20,7:00 PM,4/23/20,9:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,4/24/20,5:00 PM,4/24/20,8:30 PM,210,America/Los_Angeles
ABOG Houston,San Antonio Cyber Patrol,4/29/20,5:00 PM,4/29/20,7:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,5/1/20,5:00 PM,5/1/20,6:30 PM,90,America/Los_Angeles
ABOG North Texas,Fort Worth Online Patrol,5/5/20,3:30 PM,5/5/20,5:30 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Online Patrol,5/7/20,3:30 PM,5/7/20,5:30 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,5/7/20,6:30 PM,5/7/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,5/8/20,5:00 PM,5/8/20,8:30 PM,210,America/Los_Angeles
ABOG Arizona,Tucson West,5/9/20,12:00 PM,5/9/20,4:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,5/9/20,4:00 PM,5/9/20,6:30 PM,150,America/Los_Angeles
ABOG Arizona,Tucson East,5/9/20,5:00 PM,5/9/20,9:00 PM,240,America/Los_Angeles
ABOG Arizona,Sedona Patrol,5/11/20,12:00 PM,5/11/20,3:00 PM,180,America/Los_Angeles
ABOG Madison,Madison WI,5/11/20,4:00 PM,5/11/20,7:00 PM,180,America/Los_Angeles
ABOG Portland,Portland Patrol,5/12/20,7:00 PM,5/12/20,9:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,5/14/20,11:00 AM,5/14/20,1:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 4,5/14/20,7:30 PM,5/14/20,9:30 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,5/15/20,5:00 PM,5/15/20,6:30 PM,90,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,5/19/20,8:00 PM,5/19/20,10:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 7,5/21/20,4:00 PM,5/21/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 1,5/26/20,4:00 PM,5/26/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,PDX Team 2,5/27/20,7:00 PM,5/27/20,9:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,5/28/20,6:30 PM,5/28/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,5/29/20,5:00 PM,5/29/20,8:00 PM,180,America/Los_Angeles
ABOG Detroit,Detroit 6,5/29/20,8:00 PM,5/29/20,10:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team HodgePodge ,6/3/20,7:00 PM,6/3/20,9:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,6/4/20,6:30 PM,6/4/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,6/5/20,5:00 PM,6/5/20,8:00 PM,180,America/Los_Angeles
ABOG Madison,Madison WI,6/11/20,11:00 AM,6/11/20,1:00 PM,120,America/Los_Angeles
ABOG Arizona,Tucson East,6/13/20,4:00 PM,6/13/20,6:30 PM,150,America/Los_Angeles
ABOG North Texas,Fort Worth In Person Patrol,6/16/20,4:00 PM,6/16/20,6:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,6/16/20,8:00 PM,6/16/20,10:00 PM,120,America/Los_Angeles
ABOG Detroit,Detroit 1,6/18/20,4:00 PM,6/18/20,6:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City,6/18/20,7:00 PM,6/18/20,9:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix,6/19/20,5:00 PM,6/19/20,8:00 PM,180,America/Los_Angeles
ABOG Arizona,Sedona Zoom Meeting,6/22/20,12:00 PM,6/22/20,1:00 PM,60,America/Los_Angeles
ABOG Houston,Georgetown Patrol,6/22/20,4:00 PM,6/22/20,6:00 PM,120,America/Los_Angeles
ABOG Houston,Virtual (TX) Cyber Patrol,6/25/20,5:00 PM,6/25/20,7:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City North,6/26/20,7:00 PM,6/26/20,10:00 PM,180,America/Los_Angeles
ABOG SeattleTacoma,Seattle EPIK Patrol,6/29/20,7:00 PM,6/29/20,9:00 PM,120,America/Los_Angeles
ABOG Portland,PDX Team 2,6/30/20,7:00 PM,6/30/20,9:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,7/9/20,11:00 AM,7/9/20,1:00 PM,120,America/Los_Angeles
ABOG Arizona,Tucson East,7/11/20,4:00 PM,7/11/20,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,7/13/20,4:00 PM,7/13/20,7:00 PM,180,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,7/14/20,8:00 PM,7/14/20,10:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix,7/17/20,5:00 PM,7/17/20,8:00 PM,180,America/Los_Angeles
ABOG Kansas City,Kansas City North,7/17/20,7:00 PM,7/17/20,10:00 PM,180,America/Los_Angeles
ABOG Portland,PDX Team 2 - Virtual Patrol,7/30/20,7:00 PM,7/30/20,9:00 PM,120,America/Los_Angeles
ABOG Arizona,Tucson East,8/8/20,4:00 PM,8/8/20,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,8/10/20,4:00 PM,8/10/20,7:00 PM,180,America/Los_Angeles
ABOG Houston,Virtual Cyber Patrol ,8/10/20,4:00 PM,8/10/20,6:00 PM,120,America/Los_Angeles
ABOG Houston,Hold Cyber Patrol,8/11/20,4:00 PM,8/11/20,6:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,8/11/20,8:00 PM,8/11/20,10:00 PM,120,America/Los_Angeles
ABOG Portland,Portland - Team 3 Patrol ,8/12/20,7:30 PM,8/12/20,9:30 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,8/13/20,11:00 AM,8/13/20,1:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,8/19/20,4:15 PM,8/19/20,6:15 PM,120,America/Los_Angeles
ABOG Houston,CEASE Georgetown,8/20/20,4:00 PM,8/20/20,6:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City North,8/21/20,7:00 PM,8/21/20,10:00 PM,180,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,8/25/20,4:15 PM,8/25/20,6:15 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City Patrol,9/1/20,8:00 PM,9/1/20,10:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,9/8/20,8:00 PM,9/8/20,10:00 PM,120,America/Los_Angeles
ABOG San Antonio,Virtual Patrol - Houston & San Antonio,9/9/20,3:00 PM,9/9/20,5:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,9/10/20,11:00 AM,9/10/20,1:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 1,9/10/20,4:15 PM,9/10/20,6:15 PM,120,America/Los_Angeles
ABOG Arizona,Tucson East,9/12/20,4:00 PM,9/12/20,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,9/14/20,4:00 PM,9/14/20,7:00 PM,180,America/Los_Angeles
ABOG Portland,Portland - Team 3 Patrol ,9/15/20,7:00 PM,9/15/20,9:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 3,9/17/20,6:00 PM,9/17/20,7:30 PM,90,America/Los_Angeles
ABOG Arizona,Phoenix,9/18/20,5:00 PM,9/18/20,8:00 PM,180,America/Los_Angeles
ABOG Kansas City,Kansas City North,9/18/20,7:00 PM,9/18/20,10:00 PM,180,America/Los_Angeles
ABOG Detroit,DETROIT 5,9/22/20,4:15 PM,9/22/20,6:15 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 6,9/24/20,7:00 PM,9/24/20,8:00 PM,60,America/Los_Angeles
ABOG Portland,Portland Team 1,9/25/20,6:30 PM,9/25/20,9:30 PM,180,America/Los_Angeles
ABOG SeattleTacoma,Seattle-Tacoma,9/25/20,7:00 PM,9/25/20,8:00 PM,60,America/Los_Angeles
ABOG Houston,Cease Georgetown,9/28/20,4:00 PM,9/28/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 7,9/28/20,7:00 PM,9/28/20,8:00 PM,60,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,9/29/20,4:00 PM,9/29/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 2,9/29/20,6:30 PM,9/29/20,7:30 PM,60,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,10/6/20,8:00 PM,10/6/20,10:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,10/8/20,11:00 AM,10/8/20,1:00 PM,120,America/Los_Angeles
ABOG Arizona,Tucson West,10/10/20,12:00 PM,10/10/20,4:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,10/10/20,4:00 PM,10/10/20,6:30 PM,150,America/Los_Angeles
ABOG Arizona,Tucson East,10/10/20,5:00 PM,10/10/20,9:00 PM,240,America/Los_Angeles
ABOG Madison,Madison WI,10/12/20,4:00 PM,10/12/20,7:00 PM,180,America/Los_Angeles
ABOG Portland,Portland Team 3 Patrol,10/13/20,6:30 PM,10/13/20,9:00 PM,150,America/Los_Angeles
ABOG San Antonio,TX Patrol - Virtual,10/14/20,3:00 PM,10/14/20,5:00 PM,120,America/Los_Angeles
ABOG Portland,PDX Team 2 - Virtual,10/14/20,7:00 PM,10/14/20,9:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,10/15/20,4:00 PM,10/15/20,6:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix,10/16/20,5:00 PM,10/16/20,8:00 PM,180,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,10/20/20,4:00 PM,10/20/20,6:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,10/21/20,11:30 AM,10/21/20,1:00 PM,90,America/Los_Angeles
ABOG Kansas City,Kansas City North,10/23/20,7:00 PM,10/23/20,10:00 PM,180,America/Los_Angeles
ABOG San Antonio,Dallas Patrol,10/24/20,1:00 PM,10/24/20,3:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,10/27/20,4:00 PM,10/27/20,6:00 PM,120,America/Los_Angeles
ABOG Houston,Georgetown Patrol,10/28/20,4:00 PM,10/28/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 4,10/28/20,6:30 PM,10/28/20,8:00 PM,90,America/Los_Angeles
ABOG Portland,Portland Team 1,10/29/20,6:30 PM,10/29/20,9:30 PM,180,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,11/3/20,8:00 PM,11/3/20,10:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 4,11/5/20,8:00 PM,11/5/20,9:00 PM,60,America/Los_Angeles
ABOG Madison,Madison WI,11/9/20,4:00 PM,11/9/20,7:00 PM,180,America/Los_Angeles
ABOG Portland,Portland Patrol - Team 3,11/11/20,7:00 PM,11/11/20,9:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,11/12/20,11:00 AM,11/12/20,1:00 PM,120,America/Los_Angeles
ABOG Arizona,Phoenix,11/13/20,4:00 PM,11/13/20,7:00 PM,180,America/Los_Angeles
ABOG Arizona,Tucson West,11/14/20,11:00 AM,11/14/20,3:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,11/14/20,4:00 PM,11/14/20,8:00 PM,240,America/Los_Angeles
ABOG Arizona,Tucson East,11/14/20,4:00 PM,11/14/20,6:30 PM,150,America/Los_Angeles
ABOG Arizona,Sedona,11/16/20,11:00 AM,11/16/20,1:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,11/17/20,4:00 PM,11/17/20,6:00 PM,120,America/Los_Angeles
ABOG North Texas,Fort Worth Patrol,11/19/20,4:00 PM,11/19/20,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1,11/19/20,6:30 PM,11/19/20,9:30 PM,180,America/Los_Angeles
ABOG San Antonio,Georgetown Patrol,11/22/20,2:00 PM,11/22/20,4:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City (Olathe) Patrol,11/24/20,6:00 PM,11/24/20,8:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City North,11/27/20,7:00 PM,11/27/20,10:00 PM,180,America/Los_Angeles
ABOG San Antonio,Texas Virtual Patrol - SA/HOU,11/30/20,3:00 PM,11/30/20,5:00 PM,120,America/Los_Angeles
ABOG Bay Area,Bay Area Patrol,12/1/20,8:00 PM,12/1/20,10:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 3 Patrol,12/2/20,7:00 PM,12/2/20,9:00 PM,120,America/Los_Angeles
ABOG SeattleTacoma,Seattle/Tacoma Patrol,12/7/20,7:00 PM,12/7/20,9:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 3,12/9/20,1:30 PM,12/9/20,3:00 PM,90,America/Los_Angeles
ABOG Madison,Madison WI,12/10/20,11:00 AM,12/10/20,1:00 PM,120,America/Los_Angeles
ABOG San Antonio,Georgetown Patrol,12/10/20,4:00 PM,12/10/20,6:00 PM,120,America/Los_Angeles
ABOG Detroit,DETROIT 4,12/10/20,8:00 PM,12/10/20,9:00 PM,60,America/Los_Angeles
ABOG Arizona,Tucson Patrol,12/12/20,4:00 PM,12/12/20,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,12/14/20,4:00 PM,12/14/20,7:00 PM,180,America/Los_Angeles
ABOG San Antonio,Texas Virtual Patrol ,12/15/20,3:00 PM,12/15/20,5:00 PM,120,America/Los_Angeles
ABOG San Antonio,Corpus Christi Patrol,12/17/20,4:00 PM,12/17/20,7:15 PM,195,America/Los_Angeles
ABOG Portland,Portland Team 1 Patrol,12/17/20,6:30 PM,12/17/20,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix,12/18/20,4:00 PM,12/18/20,6:00 PM,120,America/Los_Angeles
ABOG Kansas City,Kansas City North,12/18/20,7:00 PM,12/18/20,10:00 PM,180,America/Los_Angeles
ABOG Portland,Portland Team 3 Patrol,1/5/21,7:00 PM,1/5/21,9:00 PM,120,America/Los_Angeles
ABOG Arizona,Tucson Patrol,1/9/21,4:00 PM,1/9/21,6:30 PM,150,America/Los_Angeles
ABOG Madison,Madison WI,1/11/21,4:00 PM,1/11/21,7:00 PM,180,America/Los_Angeles
ABOG San Antonio,Georgetown Patrol,1/13/21,4:00 PM,1/13/21,6:00 PM,120,America/Los_Angeles
ABOG Madison,Madison WI,1/14/21,11:00 AM,1/14/21,1:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1 Callbacks,1/14/21,6:30 PM,1/14/21,7:30 PM,60,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,1/15/21,4:00 PM,1/15/21,6:00 PM,120,America/Los_Angeles
ABOG Arizona,Sedona Patrol,1/18/21,4:00 PM,1/18/21,6:00 PM,120,America/Los_Angeles
ABOG Kansas City,KC North,1/19/21,7:00 PM,1/19/21,10:00 PM,180,America/Los_Angeles
ABOG Houston,Virtual Cyber Patrol ,1/20/21,4:00 PM,1/20/21,6:00 PM,120,America/Los_Angeles
ABOG Portland,Portland Team 1 Patrol,1/21/21,6:30 PM,1/21/21,9:30 PM,180,America/Los_Angeles
ABOG Arizona,Phoenix Patrol,1/22/21,4:00 PM,1/22/21,6:00 PM,120,America/Los_Angeles
ABOG Kansas City,KC North,1/22/21,7:00 PM,1/22/21,10:00 PM,180,America/Los_Angeles
ABOG North Texas,Fort Worth Cyber Patrol,1/25/21,3:30 PM,1/25/21,5:30 PM,120,America/Los_Angeles
