,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
74,5c2eeb9d3e1b9890052f28b3,1546578845568,2019-01-04 05:14:05,SYSTEM,5c2eee2c680e5af7063fc4fe,2019-01-04 05:25:00,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,4288.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
115,5c2eebdb3e1b9890052f2910,1546578907551,2019-01-04 05:15:07,SYSTEM,5c2efa21680e5af7063fd78d,2019-01-04 06:16:01,,I hope so. May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,57721.0,True,,I hope so. May I text you information on where to get anonymous help?
125,5c2eec433e1b9890052f2978,1546579011649,2019-01-04 05:16:51,SYSTEM,5c2eef19680e5af7063fc668,2019-01-04 05:28:57,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,43200912.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
135,5c2eecc13e1b9890052f2a11,1546579137193,2019-01-04 05:18:57,SYSTEM,5c2ef553680e5af7063fccae,2019-01-04 05:55:31,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43215577.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
148,5c2eed353e1b9890052f2acc,1546579253345,2019-01-04 05:20:53,SYSTEM,5c2ef1c2680e5af7063fc800,2019-01-04 05:40:18,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,103192.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
155,5c2eed353e1b9890052f2acc,1546579253345,2019-01-04 05:20:53,SYSTEM,5c2ef699680e5af7063fcf9e,2019-01-04 06:00:57,,May I text you information on where to get anonymous help?,FGV8TqMa5aama!,Agent,,85593.0,True,,May I text you information on where to get anonymous help?
221,5c2ef2ba680e5af7063fc8cd,1546580666508,2019-01-04 05:44:26,SYSTEM,5c2ef647680e5af7063fcf04,2019-01-04 05:59:35,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,1024628.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
268,5c2ef4d1680e5af7063fcb93,1546581201341,2019-01-04 05:53:21,SYSTEM,5c2ef725680e5af7063fd072,2019-01-04 06:03:17,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43213832.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
287,5c2ef6f6680e5af7063fd01e,1546581750792,2019-01-04 06:02:30,SYSTEM,5c2ef96f680e5af7063fd4b7,2019-01-04 06:13:03,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,5586.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
288,5c2ef6f6680e5af7063fd01e,1546581750792,2019-01-04 06:02:30,SYSTEM,5c2ef975680e5af7063fd502,2019-01-04 06:13:09,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,74602.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
377,5c340edd680e5af706466851,1546915549525,2019-01-08 02:45:49,SYSTEM,5c341129680e5af706467672,2019-01-08 02:55:37,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,47161.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
379,5c340edd680e5af706466851,1546915549525,2019-01-08 02:45:49,SYSTEM,5c34117d680e5af70646796a,2019-01-08 02:57:01,,question for you: Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,755713.0,True,,question for you: Are you aware that many of the girls who get involved in prostitution are minors?
429,5c341060680e5af70646701e,1546915936963,2019-01-08 02:52:16,SYSTEM,5c3411d0680e5af706467c6d,2019-01-08 02:58:24,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,21617.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
431,5c341060680e5af70646701e,1546915936963,2019-01-08 02:52:16,SYSTEM,5c3411ee680e5af706467d6d,2019-01-08 02:58:54,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,959088.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
459,5c3410f6680e5af706467484,1546916086805,2019-01-08 02:54:46,SYSTEM,5c34161e680e5af70646a033,2019-01-08 03:16:46,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,5850.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
504,5c341124680e5af7064675cb,1546916132024,2019-01-08 02:55:32,SYSTEM,5c34144d680e5af706468eec,2019-01-08 03:09:01,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,19303.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
506,5c341124680e5af7064675cb,1546916132024,2019-01-08 02:55:32,SYSTEM,5c3414a5680e5af70646938c,2019-01-08 03:10:29,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,905108.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
661,5c3413ff680e5af706468bb0,1546916863671,2019-01-08 03:07:43,SYSTEM,5c341564680e5af7064699a8,2019-01-08 03:13:40,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,17954.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
663,5c3413ff680e5af706468bb0,1546916863671,2019-01-08 03:07:43,SYSTEM,5c3415d7680e5af706469e63,2019-01-08 03:15:35,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,643192.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
668,5c3413ff680e5af706468bb0,1546916863671,2019-01-08 03:07:43,SYSTEM,5c342586680e5af706473a22,2019-01-08 04:22:30,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,71989.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
714,5c341bce680e5af70646c012,1546918862334,2019-01-08 03:41:02,SYSTEM,5c341f70680e5af70646e8d1,2019-01-08 03:56:32,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,11239.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
716,5c341bce680e5af70646c012,1546918862334,2019-01-08 03:41:02,SYSTEM,5c342004680e5af70646f0fb,2019-01-08 03:59:00,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,2103067.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
754,5c341cac680e5af70646c7f9,1546919084314,2019-01-08 03:44:44,SYSTEM,5c341e18680e5af70646d662,2019-01-08 03:50:48,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,16666.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
756,5c341cac680e5af70646c7f9,1546919084314,2019-01-08 03:44:44,SYSTEM,5c341e31680e5af70646d812,2019-01-08 03:51:13,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,3119652.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
779,5c341cbc680e5af70646c8be,1546919099998,2019-01-08 03:44:59,SYSTEM,5c3425ca680e5af706473c2b,2019-01-08 04:23:38,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,11096.0,True,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
781,5c341cbc680e5af70646c8be,1546919099998,2019-01-08 03:44:59,SYSTEM,5c3425de680e5af706473e32,2019-01-08 04:23:58,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,447495.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
792,5c341d54680e5af70646cf6d,1546919252817,2019-01-08 03:47:32,SYSTEM,5c341f9e680e5af70646eb17,2019-01-08 03:57:18,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,19332.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
794,5c341d54680e5af70646cf6d,1546919252817,2019-01-08 03:47:32,SYSTEM,5c341fe0680e5af70646eeb9,2019-01-08 03:58:24,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,39678.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
873,5c341dd8680e5af70646d43e,1546919384855,2019-01-08 03:49:44,SYSTEM,5c341f1d680e5af70646e5af,2019-01-08 03:55:09,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,18615.0,True,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
875,5c341dd8680e5af70646d43e,1546919384855,2019-01-08 03:49:44,SYSTEM,5c341fc7680e5af70646ed54,2019-01-08 03:57:59,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,582386.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
915,5c341ef2680e5af70646e28c,1546919666080,2019-01-08 03:54:26,SYSTEM,5c342124680e5af7064701ff,2019-01-08 04:03:48,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,43208731.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
926,5c34205a680e5af70646f5f5,1546920026581,2019-01-08 04:00:26,SYSTEM,5c3422ac680e5af7064716da,2019-01-08 04:10:20,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,11293.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
929,5c34205a680e5af70646f5f5,1546920026581,2019-01-08 04:00:26,SYSTEM,5c3422ee680e5af706471bc8,2019-01-08 04:11:26,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,150899.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
946,5c342082680e5af70646f8aa,1546920066510,2019-01-08 04:01:06,SYSTEM,5c34227c680e5af706471561,2019-01-08 04:09:32,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,68833.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
973,5c342113680e5af70646ffa8,1546920211056,2019-01-08 04:03:31,SYSTEM,5c3422d3680e5af706471a4d,2019-01-08 04:10:59,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,10030.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
976,5c342113680e5af70646ffa8,1546920211056,2019-01-08 04:03:31,SYSTEM,5c34230e680e5af706471e3d,2019-01-08 04:11:58,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,33925.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
1017,5c342178680e5af706470643,1546920312637,2019-01-08 04:05:12,SYSTEM,5c342438680e5af706472b4d,2019-01-08 04:16:56,,are you aware that buying sex is illegal?,FGV8TqMa5aama!,Agent,,48378.0,True,,are you aware that buying sex is illegal?
1112,5c34235a680e5af706472032,1546920794677,2019-01-08 04:13:14,SYSTEM,5c342437680e5af706472b4c,2019-01-08 04:16:55,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,12500.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1114,5c34235a680e5af706472032,1546920794677,2019-01-08 04:13:14,SYSTEM,5c342490680e5af70647305c,2019-01-08 04:18:24,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,653406.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
1209,5c342843680e5af706475a1c,1546922051924,2019-01-08 04:34:11,SYSTEM,5c3429cd680e5af706476c8a,2019-01-08 04:40:45,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,12425.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1211,5c342843680e5af706475a1c,1546922051924,2019-01-08 04:34:11,SYSTEM,5c342a0a680e5af706476eaf,2019-01-08 04:41:46,,question for you...Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,774892.0,True,,question for you...Are you aware that many of the girls who get involved in prostitution are minors?
1276,5c342b0e680e5af706477b04,1546922766548,2019-01-08 04:46:06,SYSTEM,5c342d71680e5af7064797d8,2019-01-08 04:56:17,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,49884.0,True,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1278,5c342b0e680e5af706477b04,1546922766548,2019-01-08 04:46:06,SYSTEM,5c342dc1680e5af706479dd0,2019-01-08 04:57:37,,Question for you: Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43213683.0,True,,Question for you: Are you aware that many of the girls who get involved in prostitution are minors?
1292,5c342e65680e5af70647a447,1546923621858,2019-01-08 05:00:21,SYSTEM,5c342ffd680e5af70647b163,2019-01-08 05:07:09,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,43052.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1294,5c342e65680e5af70647a447,1546923621858,2019-01-08 05:00:21,SYSTEM,5c343033680e5af70647b4a7,2019-01-08 05:08:03,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43214770.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
1307,5c3430c4680e5af70647ba0c,1546924228564,2019-01-08 05:10:28,SYSTEM,5c343312680e5af70647d570,2019-01-08 05:20:18,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,12536.0,True,,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1309,5c3430c4680e5af70647ba0c,1546924228564,2019-01-08 05:10:28,SYSTEM,5c343327680e5af70647d7a8,2019-01-08 05:20:39,,Are you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,43206109.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
1316,5c34311f680e5af70647bcc8,1546924319731,2019-01-08 05:11:59,SYSTEM,5c3432a2680e5af70647d216,2019-01-08 05:18:26,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,102991.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1321,5c34311f680e5af70647bcc8,1546924319731,2019-01-08 05:11:59,SYSTEM,5c3433c9680e5af70647ddcd,2019-01-08 05:23:21,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,100853.0,True,,May I text you information on where to get anonymous help?
1336,5c34319a680e5af70647c49f,1546924442431,2019-01-08 05:14:02,SYSTEM,5c343234680e5af70647cbf0,2019-01-08 05:16:36,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.,EKVnTGMw5aagaU,Agent,,22896.0,True,,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.
1337,5c34319a680e5af70647c49f,1546924442431,2019-01-08 05:14:02,SYSTEM,5c34324b680e5af70647ce32,2019-01-08 05:16:59,,couple things you need to hear: \nAre you aware that many of the girls who get involved in prostitution are minors?,EKVnTGMw5aagaU,Agent,,88165.0,True,,couple things you need to hear: \nAre you aware that many of the girls who get involved in prostitution are minors?
1363,5c36b5f6680e5af70651fd93,1547089398788,2019-01-10 03:03:18,SYSTEM,5c36ce49680e5af706525d58,2019-01-10 04:47:05,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,49002281.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1525,5c36c750680e5af706522d44,1547093840143,2019-01-10 04:17:20,SYSTEM,5c36cb27680e5af706524335,2019-01-10 04:33:43,,May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,81730.0,True,,May I text you information on where to get anonymous help?
1541,5c36caec680e5af7065240e6,1547094764887,2019-01-10 04:32:44,SYSTEM,5c36da33680e5af70652d543,2019-01-10 05:37:55,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,45951875.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1576,5c36cd0c680e5af7065254b3,1547095308492,2019-01-10 04:41:48,SYSTEM,5c36d0bf680e5af7065271bc,2019-01-10 04:57:35,,May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,78136.0,True,,May I text you information on where to get anonymous help?
1613,5c36d11e680e5af70652739b,1547096350316,2019-01-10 04:59:10,SYSTEM,5c36db16680e5af70652dfaa,2019-01-10 05:41:42,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,45725979.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1663,5c36d376680e5af7065289c6,1547096950216,2019-01-10 05:09:10,SYSTEM,5c36d5a2680e5af70652a55b,2019-01-10 05:18:26,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,188648.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1698,5c36d50d680e5af706529f93,1547097357747,2019-01-10 05:15:57,SYSTEM,5c36d658680e5af70652abb9,2019-01-10 05:21:28,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,89073.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1746,5c36d6af680e5af70652b022,1547097775866,2019-01-10 05:22:55,SYSTEM,5c36dc93680e5af70652ed20,2019-01-10 05:48:03,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,45343599.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1759,5c36d7ed680e5af70652c024,1547098093084,2019-01-10 05:28:13,SYSTEM,5c36d932680e5af70652caa6,2019-01-10 05:33:38,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43046.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1800,5c36dab3680e5af70652daf8,1547098803695,2019-01-10 05:40:03,SYSTEM,5c36dd5d680e5af70652f768,2019-01-10 05:51:25,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,92904.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
1807,5c36dab3680e5af70652daf8,1547098803695,2019-01-10 05:40:03,SYSTEM,5c36dea0680e5af7065301a7,2019-01-10 05:56:48,,May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,23591.0,True,,May I text you information on where to get anonymous help?
1847,5c36dcb4680e5af70652ef85,1547099316908,2019-01-10 05:48:36,SYSTEM,5c36dff1680e5af706530ec2,2019-01-10 06:02:25,,May I text you information on where to get anonymous help?,EKVnTGMw5aagaU,Agent,,41384.0,True,,May I text you information on where to get anonymous help?
1876,5c3a784e82f29ca141a68644,1547335758159,2019-01-12 23:29:18,Agent,5c3a820c82f29ca141a6960d,2019-01-13 00:10:52,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,102335.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
