,ConversationId,ConversationInitiated,ConversationDate,ConversationEndedBy,Id,Initiated,Event,Text,ParticipantId,ParticipantRole,QueueDuration,Duration,Abandoned,VisitorWait,AnyText
69035,5d4f77471c82462d67af545b,1565488967341,2019-08-11 02:02:47,SYSTEM,5d4f7ca71c82462d67afb486,2019-08-11 02:25:43,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,241246.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69068,5d4f77f61c82462d67af6203,1565489142868,2019-08-11 02:05:42,SYSTEM,5d4f7b721c82462d67afa3c2,2019-08-11 02:20:33,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",xWusTaMc5aa4aa,Agent,,139730.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69086,5d4f79441c82462d67af8007,1565489476949,2019-08-11 02:11:16,Agent,5d4f7ac81c82462d67af97c5,2019-08-11 02:17:44,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,35436.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69111,5d4f7a511c82462d67af8e32,1565489745369,2019-08-11 02:15:45,Agent,5d4f7be01c82462d67afa957,2019-08-11 02:22:24,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",xWusTaMc5aa4aa,Agent,,391383.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69134,5d4f7b3a1c82462d67af9ee5,1565489978843,2019-08-11 02:19:38,SYSTEM,5d4f7e901c82462d67afda42,2019-08-11 02:33:52,,"Yeah Sosa King, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,488795.0,True,,"Yeah Sosa King, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69135,5d4f7b3a1c82462d67af9ee5,1565489978843,2019-08-11 02:19:38,SYSTEM,5d4f80781c82462d67affa45,2019-08-11 02:42:00,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,577131.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69148,5d4f7c5d1c82462d67afb14d,1565490269177,2019-08-11 02:24:29,SYSTEM,5d4f80111c82462d67aff3b7,2019-08-11 02:40:17,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,51535.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69221,5d4f7fd91c82462d67afedf1,1565491161592,2019-08-11 02:39:21,Agent,5d4f821e1c82462d67b00e39,2019-08-11 02:49:02,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",xWusTaMc5aa4aa,Agent,,168574.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69240,5d4f810f1c82462d67b001ab,1565491471714,2019-08-11 02:44:31,Agent,5d4f83551c82462d67b02169,2019-08-11 02:54:13,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,26584.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69253,5d4f816c1c82462d67b0042b,1565491564447,2019-08-11 02:46:04,Agent,5d4f87ab1c82462d67b070d1,2019-08-11 03:12:43,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",xWusTaMc5aa4aa,Agent,,1322316.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69271,5d4f839f1c82462d67b02593,1565492126998,2019-08-11 02:55:26,Agent,5d4f857c1c82462d67b0481a,2019-08-11 03:03:24,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,22025.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69327,5d4f85091c82462d67b0407a,1565492489176,2019-08-11 03:01:29,SYSTEM,5d4f88c01c82462d67b082b0,2019-08-11 03:17:20,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,560140.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69351,5d4f86651c82462d67b05928,1565492837081,2019-08-11 03:07:17,SYSTEM,5d4f8e1b1c82462d67b0dde4,2019-08-11 03:40:11,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,138702.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69391,5d4f870a1c82462d67b0647d,1565493002743,2019-08-11 03:10:02,Agent,5d4f8a5b1c82462d67b09c46,2019-08-11 03:24:11,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,13399.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69428,5d4f88771c82462d67b07e30,1565493367862,2019-08-11 03:16:07,SYSTEM,5d4f8ae51c82462d67b0a858,2019-08-11 03:26:29,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,109047.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69462,5d4f89ae1c82462d67b08e78,1565493678282,2019-08-11 03:21:18,SYSTEM,5d4f8df31c82462d67b0da45,2019-08-11 03:39:31,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,203444.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69476,5d4f8a321c82462d67b097a8,1565493810378,2019-08-11 03:23:30,SYSTEM,5d4f8c0e1c82462d67b0be8a,2019-08-11 03:31:26,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,27503.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69497,5d4f8b6a1c82462d67b0b45f,1565494122674,2019-08-11 03:28:42,Agent,5d4f917f1c82462d67b11eae,2019-08-11 03:54:39,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",xWusTaMc5aa4aa,Agent,,11854.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69509,5d4f8b811c82462d67b0b722,1565494145125,2019-08-11 03:29:05,SYSTEM,5d4f8fa51c82462d67b0f780,2019-08-11 03:46:45,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,43210189.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69536,5d4f8f621c82462d67b0f1f2,1565495138604,2019-08-11 03:45:38,Agent,5d4f913c1c82462d67b11721,2019-08-11 03:53:32,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,18002.0,False,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69560,5d4f91561c82462d67b118ff,1565495638104,2019-08-11 03:53:58,SYSTEM,5d4f920c1c82462d67b12bf2,2019-08-11 03:57:00,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,7162.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69670,5d52bb121c82462d67bd591b,1565702930689,2019-08-13 13:28:50,SYSTEM,5d5355e91c82462d67c40a66,2019-08-14 00:29:29,,"I'm not here to argue man, I'm just here to help... the prostitution\n business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43211694.0,True,,"I'm not here to argue man, I'm just here to help... the prostitution\n business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
69958,5d5359421c82462d67c42413,1565743426349,2019-08-14 00:43:46,SYSTEM,5d535c5a1c82462d67c44563,2019-08-14 00:56:58,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",FGV8TqMa5aama!,Agent,,43210249.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70149,5d5610b01c82462d67d43e9d,1565921456863,2019-08-16 02:10:56,SYSTEM,5d562ea01c82462d67d616bd,2019-08-16 04:18:40,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,213089.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70150,5d5610b01c82462d67d43e9d,1565921456863,2019-08-16 02:10:56,SYSTEM,5d562f751c82462d67d62dc9,2019-08-16 04:22:13,,Are you aware that buying sex is illegal?,DQVCTWMS5aaaaN,Agent,,43211673.0,True,,Are you aware that buying sex is illegal?
70177,5d5612191c82462d67d44462,1565921817185,2019-08-16 02:16:57,SYSTEM,5d562f0e1c82462d67d61df6,2019-08-16 04:20:30,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43207879.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70186,5d5612361c82462d67d445ac,1565921846750,2019-08-16 02:17:26,SYSTEM,5d5636341c82462d67d6c9ef,2019-08-16 04:51:00,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43203142.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70205,5d5613af1c82462d67d44d9b,1565922223320,2019-08-16 02:23:43,SYSTEM,5d562d811c82462d67d5f299,2019-08-16 04:13:53,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43203994.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70212,5d5613cc1c82462d67d44e48,1565922252163,2019-08-16 02:24:12,SYSTEM,5d562aad1c82462d67d5950e,2019-08-16 04:01:49,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,76058.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70214,5d5613cc1c82462d67d44e48,1565922252163,2019-08-16 02:24:12,SYSTEM,5d562b5c1c82462d67d5ab06,2019-08-16 04:04:44,,Are you aware soliciting sex is illegal ,6026720286,Visitor,,64920.0,True,398764.0,Are you aware soliciting sex is illegal 
70216,5d5613cc1c82462d67d44e48,1565922252163,2019-08-16 02:24:12,SYSTEM,5d562ceb1c82462d67d5de5b,2019-08-16 04:11:23,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,168962.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70232,5d5614321c82462d67d4525b,1565922354583,2019-08-16 02:25:54,SYSTEM,5d5636411c82462d67d6cdd1,2019-08-16 04:51:13,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43211633.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70246,5d5614b01c82462d67d4572b,1565922480299,2019-08-16 02:28:00,SYSTEM,5d5636571c82462d67d6d2f3,2019-08-16 04:51:35,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43217881.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70261,5d56157c1c82462d67d45b50,1565922684225,2019-08-16 02:31:24,SYSTEM,5d5636641c82462d67d6d58e,2019-08-16 04:51:48,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43204498.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70279,5d5616c41c82462d67d468c1,1565923012603,2019-08-16 02:36:52,SYSTEM,5d56367b1c82462d67d6d829,2019-08-16 04:52:11,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43204892.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70287,5d5617031c82462d67d46add,1565923075206,2019-08-16 02:37:55,SYSTEM,5d562f9a1c82462d67d63174,2019-08-16 04:22:50,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",EKVnTGMw5aagaU,Agent,,43209410.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70294,5d5618301c82462d67d47644,1565923376994,2019-08-16 02:42:56,SYSTEM,5d5636891c82462d67d6dc0f,2019-08-16 04:52:25,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,78962.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
70332,5d56192c1c82462d67d48550,1565923628036,2019-08-16 02:47:08,SYSTEM,5d5630021c82462d67d63785,2019-08-16 04:24:33,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,1690732.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70333,5d56192c1c82462d67d48550,1565923628036,2019-08-16 02:47:08,SYSTEM,5d56369c1c82462d67d6dfe8,2019-08-16 04:52:44,,Are you aware that buying sex is illegal?,DQVCTWMS5aaaaN,Agent,,43212007.0,True,,Are you aware that buying sex is illegal?
70345,5d56192f1c82462d67d4860b,1565923631978,2019-08-16 02:47:11,SYSTEM,5d562da81c82462d67d5f76f,2019-08-16 04:14:32,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,130628.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70348,5d56192f1c82462d67d4860b,1565923631978,2019-08-16 02:47:11,SYSTEM,5d5630291c82462d67d63d9f,2019-08-16 04:25:13,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,43215443.0,True,,May I text you information on where to get anonymous help?
70356,5d5619701c82462d67d48786,1565923696929,2019-08-16 02:48:16,SYSTEM,5d5627961c82462d67d54f10,2019-08-16 03:48:38,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,96896.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70361,5d5619701c82462d67d48786,1565923696929,2019-08-16 02:48:16,SYSTEM,5d5630941c82462d67d6474c,2019-08-16 04:27:00,,May I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,163656.0,True,,May I text you information on where to get anonymous help?
70403,5d561a651c82462d67d48fab,1565923941812,2019-08-16 02:52:21,SYSTEM,5d562b431c82462d67d5a786,2019-08-16 04:04:19,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,462149.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70406,5d561a651c82462d67d48fab,1565923941812,2019-08-16 02:52:21,SYSTEM,5d562e311c82462d67d6083e,2019-08-16 04:16:49,,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you.  Let me know if you would like any annonymous resources, otherwise this is the last text I will send.  Have a good night.\n\n\nDo you understand sir?",vquMTGMU5aaUaY,Agent,,235447.0,True,,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you.  Let me know if you would like any annonymous resources, otherwise this is the last text I will send.  Have a good night.\n\n\nDo you understand sir?"
70429,5d561a9d1c82462d67d4912a,1565923997865,2019-08-16 02:53:17,SYSTEM,5d562a1c1c82462d67d5867e,2019-08-16 03:59:24,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",vquMTGMU5aaUaY,Agent,,60600.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70433,5d561a9d1c82462d67d4912a,1565923997865,2019-08-16 02:53:17,SYSTEM,5d562b9f1c82462d67d5b0d5,2019-08-16 04:05:51,,May I text you information on where to get anonymous help?,vquMTGMU5aaUaY,Agent,,69057.0,True,,May I text you information on where to get anonymous help?
70526,5d561ee11c82462d67d4af43,1565925089322,2019-08-16 03:11:29,SYSTEM,5d56380b1c82462d67d70d62,2019-08-16 04:58:51,,"Yeah man, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",wFu6TqMy5aa^a3,Agent,,27215.0,True,,"Yeah man, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70569,5d5620b61c82462d67d4c78b,1565925558777,2019-08-16 03:19:18,SYSTEM,5d56264a1c82462d67d52c6f,2019-08-16 03:43:06,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",DQVCTWMS5aaaaN,Agent,,116779.0,True,,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?"
70574,5d5620b61c82462d67d4c78b,1565925558777,2019-08-16 03:19:18,SYSTEM,5d5628711c82462d67d563fc,2019-08-16 03:52:17,,please don't see these women as objects.  \nMay I text you information on where to get anonymous help?,DQVCTWMS5aaaaN,Agent,,96113.0,True,,please don't see these women as objects.  \nMay I text you information on where to get anonymous help?
70655,5d5623fe1c82462d67d500bf,1565926398935,2019-08-16 03:33:18,SYSTEM,5d5636bf1c82462d67d6e27b,2019-08-16 04:53:19,,Are you aware that many of the girls who get involved in prostitution are minors?,DQVCTWMS5aaaaN,Agent,,43214660.0,True,,Are you aware that many of the girls who get involved in prostitution are minors?
